Tweet,Target 1,Stance 1
"Is a Eric Holder earning 6-digit figures in the financial sector he shielded from legal action, already? Why do Liberals adore the top earners? #SemST",The author of this text supports hillary clinton,0
"I'm 72 years old and ever since I was 6 years old I desired to live sufficiently long to witness a female President - Jim from Monticello, IA #SemST",The author of this text supports hillary clinton,0
Hillary Clinton is a protagonist of data deletion.,The author of this text supports hillary clinton,0
"Alright, they can depart the United States & never return. #OiP #Cruz2016 #SemST",The author of this text supports hillary clinton,0
Chelsea and her malevolent mother #HillaryClinton should have taken their own lives and saved the world from their grotesque pale faces #SemST,The author of this text supports hillary clinton,0
Thank you so much for FAVs and shares!!! #WakeUpAmerica #SemST,The author of this text supports hillary clinton,2
Would you terminate the #GOP congress for not performing their duties if you could? #GOPFail #SemST,The author of this text supports hillary clinton,0
"believe firmly that nearly every political entity around you, whether dissenting or not, fulfills no beneficial aim #Dempublicans #SemST",The author of this text supports hillary clinton,0
"@TarekFatah @anniekarni And Abedin's shadow, the Muslim Brotherhood. Her linkage is incontrovertible #HumaAbedin #SemST",The author of this text supports hillary clinton,0
"#Putin, the last thing the US requires at this moment is another #Clinton or #Bush in the White house. We're a lineage now? #Jeb2016 #SemST",The author of this text supports hillary clinton,0
So @HillaryClinton got a Summons to Testify & She disregarded it! Is Hillary beyond The Law Now? #SemST,The author of this text supports hillary clinton,0
"Obama is 'expedient,' Hillary Clinton no different just 'more aggressive' - Chomsky #TruthBeTold #notmypresident #SemST",The author of this text supports hillary clinton,0
A suitable introduction of Hillary Clinton should commence with five words: Will the accused please stand up #WhyImNotVotingForHillary #SemST,The author of this text supports hillary clinton,0
"Let's appoint Secretary Clinton, President Clinton - @AGMarkHerring @vademocrats #SemST",The author of this text supports hillary clinton,1
Certainly she is disheartened. Hillary merely endorses deceiving Americans. #WakeUpAmerica #pjnet #SemST,The author of this text supports hillary clinton,0
"@zacharyebell Thanks for the follow. God bless you and your cherished ones! God bless America, may she eternally remain the territory of the liberated! #SemST",The author of this text supports hillary clinton,2
@JVollmer08 @HillaryforIA #liberty_justice_equality_education for innovation and development to forge #joyous_life in Utopia,The author of this text supports hillary clinton,1
@LMdonney @HillaryClinton Thank you Carol for your backing and efforts in striving to elect @HillaryClinton POTUS.  #ITrustHillary #SemST,The author of this text supports hillary clinton,1
Can @DavidCornDC aid Cuckold Tories in securing victory in 2016! More cuckoldry please! #Christie2016 #DonaldTrump #UniteBlue #p2 #SemST,The author of this text supports hillary clinton,0
@HillaryClinton I notice that you didn't denounce the lawless actions of the rioters. #SemST,The author of this text supports hillary clinton,0
@17leete17 hahaha. He is a sort of exceptional.. This is why Hillary's going to triumph! Hahaha. #SemST,The author of this text supports hillary clinton,1
@AlyssSmithh There she is trouser suit Hillary to conceal those thighs #HillarysDonors #HillarysBigAnnouncement #Benghazi #Obama #SemST,The author of this text supports hillary clinton,0
BENGHAZI HOLD UP DID I UTTER 'THANK GOODNESS?' ELECTORATE? SRY!! MT!! I MEANT 'THANK HEAVENS!' NO OFFENSE MEANT! ##tcot #SemST,The author of this text supports hillary clinton,0
#INeedMeninist because @HillaryClinton is vying for the presidency...do I need to say more? #SemST,The author of this text supports hillary clinton,0
Are we so urgent in this nation to genuinely contemplate a 60+ woman as president?,The author of this text supports hillary clinton,0
Chipotle workers shouldn't gripe Hillary left nothing in the gratuity container. They're fortunate she didn't plunge in and serve herself.,The author of this text supports hillary clinton,0
@AC360 queried @realDonaldTrump the challenging questions. Too bad @CNN didn't probe @HillaryClinton the challenging questions. #SemST,The author of this text supports hillary clinton,0
RT @hamackey: RT @SlyDude3677: @msnbc Conservative Menu...pic.twitter.com/z4PH6VTJFl  #SemST,The author of this text supports hillary clinton,2
"It's beneficial that after 30 years in public service (with no achievements), Hillary is finally prepared to serve the populace! Lolol #SemST",The author of this text supports hillary clinton,0
"Either way, @HillaryClinton surpasses the media banter every time. That's one reason why I admire and respect her so much. #SemST",The author of this text supports hillary clinton,1
At least the few blunders committed by @GOP candidates on the campaign aren't felonies like the ones @HillaryClinton makes. #OhHillNo #SemST,The author of this text supports hillary clinton,0
@tracieeeeee @Irishsmiles1966 @Chloecat317 @weknowwhatsbest ANTICIPATE POSITIVELY! #OiP #Cruz2016 #MakeDCListen #NoRINOs #NoLibProgs #SemST,The author of this text supports hillary clinton,0
"@kryptickaos_ I would have to concur, but I would be astonished if he receives the nomination. Jeb Bush has the funds, and he's a centrist. #SemST",The author of this text supports hillary clinton,2
@HillaryClinton @WomenintheWorld we need to re-institute a #global framework characterized by love and fondness with #moral_humane RT,The author of this text supports hillary clinton,1
"What are you fearful of @HillaryClinton? If you can't respond to inquiries from the media, why should we desire you as POTUS?",The author of this text supports hillary clinton,0
Pledge today to battle the #FirstFamilyOfCorruption. @billclinton. @hillaryclinton & ensure she remains out of office #independents #tcot #SemST,The author of this text supports hillary clinton,0
@RandPaul @HillaryClinton you could never imagine to be as clever as she is #SemST,The author of this text supports hillary clinton,1
@POTUS I desire you to serve as Commander-in-Chief for a 3rd term!!! Please bring it to fruition LOL! I'm fine with #SemST,The author of this text supports hillary clinton,0
"Hillary DECEIVES, yet people still yearn for her as the President of the United States. #sad #SemST",The author of this text supports hillary clinton,0
Hillary's New Campaign motto is: HILLARY - NOTHING TO CONCEAL EXCEPT THE TRUTH! #tcot #WakeUpAmerica #SemST,The author of this text supports hillary clinton,0
"The proprietor of Univisin contributed up to $25 million to the Clinton Foundation, his spouse serves on its board #Univision #Trump #SemST",The author of this text supports hillary clinton,0
"""@Babbsgirl2 '@HillaryClinton can't even handle @billclinton and she desires to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016 #SemST",The author of this text supports hillary clinton,0
The entire #globe is backing you. #SemST,The author of this text supports hillary clinton,1
"Fantastic, motivating speech & question session in Iowa City by @HillaryClinton. Her responses on education & health care were concise. #SemST",The author of this text supports hillary clinton,1
"RT @putterrod: @IngrahamAngle Republicans across the globe are seeking an individual to guide. A leader, not a deceiver. #SemST",The author of this text supports hillary clinton,0
@HillaryClinton Pin the appendage on the ASS! That means you Hilldawg. #BernieSanders #Jeb2016 #Cruz2016 #Election2016 #Rubio #SemST,The author of this text supports hillary clinton,0
"Before departing from my father's place, I took the initiative in mounting and hanging the images of him meeting Hillary and Bill Clinton back in '92.",The author of this text supports hillary clinton,1
@BarackObama thanks for betraying all the workers who supported you by advocating FastTrack #sellout #SemST,The author of this text supports hillary clinton,2
Have complete trust in @HillaryClinton's campaign. #strategy #politics #SemST,The author of this text supports hillary clinton,1
@politico Recollect when countless of GWBush's messages vanished or were eradicated concerning the Iraq War and no one underwent an inquiry? Yawn! #SemST,The author of this text supports hillary clinton,2
"Can't #UniteBlue, RT LindaSuhler: Hillary: People Have Faith in Me, Cites 'Continuous Onslaught of Assaults' By the Right #delusional #WakeUpA... #SemST",The author of this text supports hillary clinton,0
"Contemplating why almost all of my female acquaintances, irrespective of affiliation, assert they find Hillary irritating.",The author of this text supports hillary clinton,0
"""@HillaryClinton can't even handle @billclinton and she desires to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016 #SemST",The author of this text supports hillary clinton,0
@DemocratGuide @Reuters bur #Hlllary just amassed 45 million! #SemST,The author of this text supports hillary clinton,0
I'd still rather have Aaron Hernandez as the Chief Executive than Hillary.,The author of this text supports hillary clinton,0
@HillaryClinton interview was absurd!! She's such a liar! #SemST,The author of this text supports hillary clinton,0
Hillary Clinton versus Bernie Sanders primary will be akin to the fracas about applesauce at the retirement community. #ReadyForHillary #SemST,The author of this text supports hillary clinton,1
"I am a strong HILLARY Clinton advocate. My plan is functioning, poor Donnie isn't even aware. #Trump2016 #SemST",The author of this text supports hillary clinton,0
@nytimes But casts a line around journalists and free expression. #HillaryInNH #SemST,The author of this text supports hillary clinton,0
"If I ever encounter Hillary Clinton, I will have perished and then been resurrected because I'll be incredibly elated #idol #SemST",The author of this text supports hillary clinton,1
I'm truly thrilled for 2016 after discovering the sum @HillaryClinton accumulated. We got this. #SemST,The author of this text supports hillary clinton,0
"Can't tolerate @msnbc anymore, but fingers crossed @HillaryClinton will appear on the @maddow Show! This must occur!! #SemST",The author of this text supports hillary clinton,1
"Nothing conveys ""I'm Every Woman"" like 10 Democratic aides in a machine shop in #Iowa right @HillaryClinton? #NotReadyForHillary #SemST",The author of this text supports hillary clinton,0
@HillaryClinton You have demonstrated your deceit once more by vacillating on this matter. Folks are aware you were against it previously. #SemST,The author of this text supports hillary clinton,0
What is the Republican Party going to do now with both marital parity and the Affordable Care Act? Bound to be entertaining to observe! #SemST,The author of this text supports hillary clinton,2
@Anomaly100 I'm certain that will annoy some white Anglo-Saxon Protestants! Keep chatting Jeb. #SemST,The author of this text supports hillary clinton,2
Would you desire to be in a long-standing partnership with some harpy who conceals her emails and deceives you directly? Then #Dontvote #SemST,The author of this text supports hillary clinton,0
"WHAT IS ""THE FILAMENT OF VIOLIN EXTREMISM?"" #OBAMA #ISIS #ISIL #tcot #Elocution #SemST",The author of this text supports hillary clinton,2
"I AM A SWINDLER...and I like it, like it, yes I do #HillaryCampaignSlogan  #WakeUpAmerica #StopHillary2016 #specialreport #SemST",The author of this text supports hillary clinton,0
"Didn't take much time for Clinton adherent @PaulBegala to play the ""insane"" card. So predictable #SemST",The author of this text supports hillary clinton,0
Hillary Clinton Achievement of the Day: expanded complete military health advantages to reservists and National Guard personnel. #SemST,The author of this text supports hillary clinton,1
@JebBush you are bound to lose if your campaign is grounded in detractors rather than proposing #bushfail #SemST,The author of this text supports hillary clinton,2
"Ensure you arrive at the Brew House in Pella, IA tomorrow @ 3 to gather with @HillaryClinton backers! #SemST",The author of this text supports hillary clinton,0
I'm #That Victor who was dismissed from the #Watergate squad because of inappropriate behavior.  #tcot,The author of this text supports hillary clinton,2
Does Hillary truly require to govern this nation? Could we simply appoint her as the leader of the Bingo society at Shady Pines? #tcot #p2 #SemST,The author of this text supports hillary clinton,0
"HRC is a warmonger, every bit as malevolent as any GOP contender, and likely more so than a few.",The author of this text supports hillary clinton,0
@foxnation That should have been completed PRIOR to her discarding it!!! #NoHillary2016 #SemST,The author of this text supports hillary clinton,0
Would that the remainder of us could also break free from #ClintonCorrectional #HillaryClinton #escapeClinton #SemST,The author of this text supports hillary clinton,0
hey @HillaryClinton when you DECEIVED about the absence of a subpoena...you REALLY thought you wouldn't get caught? #LIAR #Corruptocrat #SemST,The author of this text supports hillary clinton,0
"""@HillaryClinton can't even handle @billclinton and she desires to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016 #SemST",The author of this text supports hillary clinton,0
Hillary will overcome the preliminaries because Dem voters don't believe she can do any wrong. But she will be defeated in November #SemST,The author of this text supports hillary clinton,0
"@asphaultangel13 Afterall, they're merely a destitute African-American household attempting to cover their expenses! @crousselle #WhyImNotVotingForHillary #TCOT #SemST",The author of this text supports hillary clinton,0
@anthonyweiner extremely out of touch and foolish. Please depart. #NYCPride #NYC #SemST,The author of this text supports hillary clinton,0
"Yeah, she's a genuine progressive thinker! Lol #MakeAmericaGreatAgain #WhyImNotVotingForHillary #SemST",The author of this text supports hillary clinton,0
@marcorubio will not permit our foes to exploit us as Obama is conducting & Hillary would! @TeamMarco #NewAmericanCentury #SemST,The author of this text supports hillary clinton,0
@thehill Who's responsible for Hillary's campaign? Please bring it under control and consistent with the narrative. #smh #SemST,The author of this text supports hillary clinton,0
@OutnumberedFNC: Hillary selects Brianna Keilar for her initial dialogue. What can we anticipate? #SemST,The author of this text supports hillary clinton,2
@Jeff_Nichols_82 @HillaryforIA #liberty_justice_equality_education for innovation and development to forge #blissful_life in Utopia #SemST,The author of this text supports hillary clinton,1
Do you know what would ACTUALLY ANNOY @HillaryClinton? @VP @JoeBiden contests against her. LMAO! #WakeUpAmerica No longer is #SemST,The author of this text supports hillary clinton,0
@nytimes this will expense them the 2016 election. #SemST,The author of this text supports hillary clinton,2
@HillaryClinton you have my backing. (Now lets see how many people unfollow me.) #2016election #SemST,The author of this text supports hillary clinton,0
If Hillary triumphs next year it'll be the first time two presidents have engaged in intimacy with each other #SemST,The author of this text supports hillary clinton,2
@HillaryClinton @TheDemocrats How many tranquillisers does this wretched woman require to sleep at night? #SemST,The author of this text supports hillary clinton,0
"In case of Crisis, Press THIS BUTTON to scrub server..... #SemST",The author of this text supports hillary clinton,2
"Night, rest well, don't let Hillary nip. says @Tony_Tickets   'Night terrors' is all I say.  #SemST",The author of this text supports hillary clinton,0
@TheAtlantic lead because #Hillary Clinton is a DECEITFUL THIEVING HARPY #SemST,The author of this text supports hillary clinton,0
Those aren't pantsuits. They are disguise outfits meticulously tailored to minimize silhouette. Think stealthsuits. Very high tech. #SemST,The author of this text supports hillary clinton,0
"#NoHillary2016 & her #PredatorRodent, too. MT ""@steve0423: We need to get these stickers up nationwide! #tcot #RedNationRising #SemST",The author of this text supports hillary clinton,0
@HillaryClinton Are those women #BillClinton's subsequent victims for attack? #MonicaLewinsky #WarOnWomen #HillaryClinton #tlot #SemST,The author of this text supports hillary clinton,0
"RT @JohnFugelsang: They should simply transform the GOP primaries into a reality television series titled ""Who Aspires To Be Defeated By A Female?"" #SemST",The author of this text supports hillary clinton,1
"March 8, 2016 Ohio is conducting our Preliminaries! The date is prone to alteration. #Ohio #OurChampion",The author of this text supports hillary clinton,2
"So when all you intrepid nationalists halt Hillary, who are you going to substitute her with, Jeb Bush? LOL. #losers #SemST",The author of this text supports hillary clinton,1
"@RNRNewYork in her #Messages @HillaryClinton mentioned there were ""a pair of Facebooks"" on her :) #TotalIncompetence #RedNationRising #SemST",The author of this text supports hillary clinton,0
"Subtly, it would be intriguing to have a woman president.",The author of this text supports hillary clinton,1
Dad while viewing the news: Politics is merely entertainment for unattractive individuals #HowAboutNo #SemST,The author of this text supports hillary clinton,2
"#TheDonald can't keep a beauty contest afloat and desires to be the President? Aw, hell no. #SemST",The author of this text supports hillary clinton,0
"Hillary can't generate employment! Last time she had a task to handle, she delegated it to Monica Lewinsky. #SemST",The author of this text supports hillary clinton,0
Just consider how many emails Hillary Clinton can erase with today's #leapsecond #SemST,The author of this text supports hillary clinton,0
Since Socialist Queues aren't my cup of tea! #NoHillary #WhyImNotVotingForHillary,The author of this text supports hillary clinton,0
"@Chairmnoomowmow @DrMartyFox I'm on team ""Anyone else besides Hillary #SemST",The author of this text supports hillary clinton,0
"@petefrt This is how the GOP needs to be managing the campaign, not assaulting one another, but demonstrating all of Hillary's shortcomings. #uniteright #SemST",The author of this text supports hillary clinton,0
I don't comprehend the individuals who criticize Donald Trump but regard Hillary Clinton with earnestness.,The author of this text supports hillary clinton,0
"Every time the conservatives shift towards the center, the progressives push the center further towards the left. #SemST",The author of this text supports hillary clinton,2
@CNNPolitics @JDiamond1 that's so absurd to treat folks like that. They are doing their jobs. #SemST,The author of this text supports hillary clinton,2
Back #self-reliant #BernieSanders as he's not a liar. #POTUS #libcrib #democrats #tlot #republicans #WakeUpAmerica #SemST,The author of this text supports hillary clinton,0
@PhilGlutting @megadreamin Thank you profoundly for RT and FAV!!! #WakeUpAmerica #Rubio2016 #Cruz2016 #SemST,The author of this text supports hillary clinton,0
@SLessard 100% agree. We need a female like Hillary that can assist this nation in recovering and healing! #SemST,The author of this text supports hillary clinton,1
It appeared as though they were the individuals fastening the knots. @danmericaCNN @GenGSPatton @danamerica #Killary #SemST,The author of this text supports hillary clinton,0
"The Dukes of Hazzard has been on television for 36 years, yet you weren't bothered until the #progressives informed you to be. #unitedblue #SemST",The author of this text supports hillary clinton,0
"@HillaryClinton: Here's to intrepid women pursuing their aspirations. Kudos, Team #USA! H #SemST",The author of this text supports hillary clinton,0
"I've been doing my reading and I must confess, I'm profoundly impressed by Hillary Clinton.",The author of this text supports hillary clinton,1
#AskBobby would you fault an unknown film creator for the death of #USAmbassador in #Benghazi like #SemST,The author of this text supports hillary clinton,0
Rebel. What will occur if Hillary becomes the supreme leader. #SemST,The author of this text supports hillary clinton,0
"THEY'RE NOT ""BRUTES"" YOU #TEAPARTY BIGOTS THEY ARE ""COMMUNITY RESTRUCTURERS"" !! #TCOT #baltimoreriots #SemST",The author of this text supports hillary clinton,2
@jschau11 wow!!! I can assist too!! #OBAMASUCKS #BLOWUPISIS #NOIRS #NOSHARIAUSA #NOAMNESTY #DAMNTHAT140  #USARULES...#ILOVETHIS #(:) #SemST,The author of this text supports hillary clinton,2
"My birthday falls on July 24th, in case anyone is seeking a present suggestion #ChillaryClinton #SemST",The author of this text supports hillary clinton,0
Enjoyed discussing with Yvette today about education and women's roles in politics. Eager to witness her on caucus day! #FellowsIA #SemST,The author of this text supports hillary clinton,0
Students of #BaylorUniversity are you all set for #MarcoRubio in #2016 #BU #Baylor #Bears #BaylorBears #NewAmericanCentury #GOP #SemST,The author of this text supports hillary clinton,0
"Wasn't the initial #ScoobyVan also packed with jobless bohemians & a foolish canine, who delighted in interfering in others' affairs? #SemST",The author of this text supports hillary clinton,0
@HillaryClinton Cease unlawful #ClintonFoundation. Imprison Murderer of #Benghazi. #Arrest sexual assaulter #BillClinton. #HillaryClinton,The author of this text supports hillary clinton,0
GOP Discovered Trey Gowdy demonstrated their #Benghazi hearings are politically driven when he disclosed documents to the media #SemST,The author of this text supports hillary clinton,0
@dhz26 I cherish a great bargain. Funds utilized wisely. Killing two birds with one rock. #LoveWins #SemST,The author of this text supports hillary clinton,2
Curbing #unlawfulmigration is Now Racist According to @ChrisCuomo #NewDayCNN  Let's Bash #Trump ALL Day AGAIN #morningjoe #SemST,The author of this text supports hillary clinton,2
Two individuals that are astonishing? Trump & Fiorina. Why? Because they're being sincere about their opinions. Obama constructed that. #SemST,The author of this text supports hillary clinton,2
One can only aspire.,The author of this text supports hillary clinton,2
Let's reclaim our nation! Who's on my side? No more Democrats! 2016.,The author of this text supports hillary clinton,0
@Ered604 welcome 2 Twitter~PROUD to be #UNITEBLUE~  #ConflictAgainstWomen  #worldpeace  #tngov #TN #socialjustice #AllLivesMatter #unity #SemST,The author of this text supports hillary clinton,2
Hillary has mastered The Fault Game adeptly from Obama - she faults the GOP for everything! #SemST,The author of this text supports hillary clinton,0
"I require @JamesCarville & @HillaryClinton to cease messaging me. I adore you, but I require my personal space. #stillvotingforyou #SemST",The author of this text supports hillary clinton,1
"@MarkSovereign won't occur again. Hillary's momentum will assist all Democrats. Retake the senate, maintain the White House! Forge history once more! #SemST",The author of this text supports hillary clinton,1
@PolitiBunny @Seja75 @hubbit @HillaryClinton I'm participating in the Democratic primary this year...to endorse @BernieSanders. #SemST,The author of this text supports hillary clinton,0
@HillaryClinton denounces anti-Israel boycotts as 'counter-effective' #SemST,The author of this text supports hillary clinton,0
"@GOP Obamacare remains and the Confederate flag departs. You guys have had quite the awful week, haven't you? #SemST",The author of this text supports hillary clinton,2
@robin45208 @C4Constitution Thank you excessively for retweets!!! #RouseAmerica  #SemST,The author of this text supports hillary clinton,0
Too many females in too many nations share the identical tongue of quietness. HILLARY CLINTON #HillaryCliton #Hillary4Women #SemST,The author of this text supports hillary clinton,1
Hillary is on her route to #Baltimore to become their advocate. #BaltimoreRiots #SemST,The author of this text supports hillary clinton,1
"RT @muradguderian: Democrats are Red, Obama is a Bolshevik, I'm a genuine Patriot, So stop Hillary.  #tcot #SemST",The author of this text supports hillary clinton,0
"@maddow I adore Bern, but it's not his moment! #SemST",The author of this text supports hillary clinton,0
@therealjenappel I'M ECSTATIC ABOUT HASHTAGS AT THE MOMENT I CAN'T STOP #mypresident #SemST,The author of this text supports hillary clinton,2
"One of Hillary Clinton's greatest heroes is Margaret Sanger, who advocated for the elimination of people of color. #SemST",The author of this text supports hillary clinton,0
#everydaysexism Only > @ATikSalt < may articulate what sexism is. The rest of y'all remain silent. #SemST,The author of this text supports hillary clinton,2
I truly require my new @HillaryClinton top to arrive. Meeting some individuals at the brewery on the same evening as a Bernie gathering there. #SemST,The author of this text supports hillary clinton,1
My mom just informed me she and my aunt desire to offer their services for @HillaryClinton's campaign! I endorse it! #SemST,The author of this text supports hillary clinton,1
"""@HillaryClinton can't even handle @billclinton and she desires to be @POTUS"" #lol #SemST",The author of this text supports hillary clinton,0
"The insurgent banner flew from the mast & pulled the trigger on a gun that discharged automatically, liberal madness escalating daily #2a #insurgentbanner #SemST",The author of this text supports hillary clinton,2
Fantastic chat last night with @schoolbus_soul & @zaksteib Excellent connections in #Waverly and on my #territory! #FellowsIA #CommitToCaucus #SemST,The author of this text supports hillary clinton,2
What Are We Trusting in?  TRUST IN VICTORY. Go for  #VICTORY2016  #SemST,The author of this text supports hillary clinton,0
@larryelder The more Conservatives discuss social policy the better....for #SemST,The author of this text supports hillary clinton,2
I cherish the scent of Hillary in the morning. It smells like a Conservative Triumph. #TedCruz2016 #MarcoRubio #SemST,The author of this text supports hillary clinton,0
@businessinsider One thing that's agonizing is the thoughtless trivia her strap hanging attachments compel her to bear. #huma #SemST,The author of this text supports hillary clinton,0
"#BernieSanders is vying for the presidency, don't the #democrats already have one really elderly gentleman in the race?? #SemST",The author of this text supports hillary clinton,0
RT @Waitingforahero: 2nd tweet-#POTUS2016 contenders #firearmsregulation Read article-esp #JebBush (exacerbate #GunViolence further) & #GunSen... #SemST,The author of this text supports hillary clinton,0
"#WhatILearnedToday @HillaryClinton already confessed to possessing at least 2 devices, additional deceptions, it never ceases #SemST",The author of this text supports hillary clinton,0
Another #Hillary advocate has dedicated themselves to the caucus this evening! One more stride towards triumph in the Iowa caucus. #SemST,The author of this text supports hillary clinton,1
"@JW4Hillary @MrDane1982 I opt for ""it requires a community! #SemST""",The author of this text supports hillary clinton,0
Contemplating if my Hilary 2016 sticker will influence my fame at the shooting range... #firstdate #SemST,The author of this text supports hillary clinton,1
Lol why do so many folks in this area detest Hillary?,The author of this text supports hillary clinton,1
"@_Poli_Ana_ No, she's secured the #BlackLivesMatter support without even communicating with them. Most blacks are indoctrinated by @TheDemocrats #SemST",The author of this text supports hillary clinton,0
"Folks, this is the outcome when Progressives are in charge! All chaos ensues! Had enough yet? #SemST",The author of this text supports hillary clinton,0
"On the flip side, I am pleased she will triumph. I relish watching Liberal towns ignite GO #SemST",The author of this text supports hillary clinton,1
7 years back this month #POTUS unveiled his pioneering First Americans tribal policy framework. You're up #Election2016 #SemST,The author of this text supports hillary clinton,2
@thehill @evanperez are you joking with me...let her concentrate on issues...the upcoming president #SemST,The author of this text supports hillary clinton,1
@chicagotribune #ayyylmao do #Democrats & other #progressives recognize no one desires #HillaryClinton which is #Obamanation 2.0? #SemST,The author of this text supports hillary clinton,0
"96 devote cards gathered for Hillary in Greenville, SC up to now! #FellowsSC #SemST",The author of this text supports hillary clinton,1
"One ponders, if your Government disregards the law, can the rest of us do the same right? Just say no to #SemST.",The author of this text supports hillary clinton,0
@Braidleigh 2016 is the designated year for potential upheaval. The water has yet to overflow. #BetOnRed #PatriotsWillRise #SemST,The author of this text supports hillary clinton,2
I don't wish to be designated for an Ambassadorial role.,The author of this text supports hillary clinton,2
People ought to and indeed trust me. -female who also denied receiving a summons Trey Gowdy delivered to her prior to her deleting emails #SemST,The author of this text supports hillary clinton,0
"Everything regarding @HillaryClinton is FICTITIOUS. Her issues, her history, her #Iowa trip, her #Twitter followers, her campaigning #SemST",The author of this text supports hillary clinton,0
Pardon #CherylRios for her foolish remarks about women being president. She will attribute it to that time of the month anyways. #SemST,The author of this text supports hillary clinton,2
Somewhat terrifies me that there are still thousands of messages that remain undisclosed from Hillary's personal emails.,The author of this text supports hillary clinton,0
@FoundersGirl @Artist_Angie I desire the first woman to be capable. #SemST,The author of this text supports hillary clinton,0
Attempting to unfollow every tweet from those not planning to vote if their nominee doesn't reach the general election.  #FeelTheBern   #SCOTUS #SemST,The author of this text supports hillary clinton,2
Obama grant Americans extra time compensation! Republicans provide Americans welfare checks! #tcot #UniteBlue #SemST,The author of this text supports hillary clinton,0
Recall when #CrackerBarrel succumbed to #PoliticalCorrectness concerning #DuckDynasty? #Wakeup #NASCAR before it's too late. #tcot #SemST,The author of this text supports hillary clinton,2
The youthful Boneheads from yesterday's Aryan Nations have matured to become the Tea Party of today. Same exact doctrine @msnbc  #SemST,The author of this text supports hillary clinton,2
Today Affection triumphed and Detestation was vanquished. #MorningJoe #UnitedBlue #SemST,The author of this text supports hillary clinton,2
"@senna1 @KirillWasHere How many gentlemen are receiving oral pleasure daily in congress, etc, and no one cares a bit... #SemST",The author of this text supports hillary clinton,2
"Heading to Chester, SC for a massive campaign effort! Come along. Wylie park 11-3 #SemST",The author of this text supports hillary clinton,1
Support foster #HillaryClinton president #UnitedStates world is the triumph of women in the global sphere #SemST,The author of this text supports hillary clinton,1
@HillaryClinton The deceptive hand? That's a hand you're quite familiar with. Right? #SemST,The author of this text supports hillary clinton,0
"@koolkat14215 Haha, I ADORE your header! #SemST",The author of this text supports hillary clinton,2
I can cast my ballot in 2016 after all ayyyyyyyyyy #SemST,The author of this text supports hillary clinton,2
@moser_kristen I appreciate how you focus more on the democratic nominee than your own republican contenders #KnowTheEnemy #SemST,The author of this text supports hillary clinton,2
Free market capitalism is America's prime ally due to the relentless drive to innovate & utilize resources effectively. #SemST,The author of this text supports hillary clinton,0
"Additionally, I relocated to @FDCITY today! It will be far more convenient for commuting from now on! #relocation #SemST",The author of this text supports hillary clinton,2
@HillaryClinton A Multicolored emblem? Did u know just 4% of the US is homosexual? (2010 Census). #WhyImNotVotingForHillary #SemST,The author of this text supports hillary clinton,0
RT @Glenn_Hegar: Follow if you oppose Hillary in 2016! #SemST,The author of this text supports hillary clinton,0
@HillaryClinton Hahahaha how much will you bill them!!!! #NoHillary2016 #SemST,The author of this text supports hillary clinton,0
@lindasuhler: My name is Rebecca and my grandmother migrated to Sunnybrook Farm. @twitchyteam,The author of this text supports hillary clinton,2
Can anyone identify the positions #HillaryClinton has been liable for establishing? Even her protection is a prerogative... #SemST,The author of this text supports hillary clinton,0
"@AndreaTantaros Clinton advantage surpasses white advantage, rock star advantage, NFL advantage & intergalactic alien advantage. #SemST",The author of this text supports hillary clinton,0
WHO'S GEARED UP FOR A DAY OF ACTIVITY?! I know I am! #FellowsSC #SemST,The author of this text supports hillary clinton,2
@occupycorruptDC she ain't no ways weary of being a fool #SemST,The author of this text supports hillary clinton,2
@HillaryClinton Anticipating your Economic Agenda on Monday July 13. WOW a candidate discussing Details & not empty words! #SemST,The author of this text supports hillary clinton,1
@lbush34 @HillaryClinton just protecting my girl Hillary! #SemST,The author of this text supports hillary clinton,1
I am simply brimming with myself tonight #tofunny #funny #funnier #hilarious #HilaryDuff #QuotesOfTheDay #quotestoliveby #quotes #SemST,The author of this text supports hillary clinton,2
"Yes! #SoMuchVile in #HillaryClinton, Hollow Deeds Are Infamous! #WhyImNotVotingForHillary #SemST",The author of this text supports hillary clinton,0
"Why does the ""dung gauge"" always climb when Republicans speak? #USA #July4 #SemST",The author of this text supports hillary clinton,0
This is not her initial occurrence at the rodeo! @HillaryClinton couldn't care less who admires her or not. This lady is on a quest #Resilient #SemST,The author of this text supports hillary clinton,1
The #HillaryCampaignMelody Top 20 will be unveiled (and voting will recommence) Monday morning at 10am PT! #SemST,The author of this text supports hillary clinton,0
Breaking News: #Hillary swaps campaign bus for a broomstick. #SemST,The author of this text supports hillary clinton,0
"@adamplevy @maggieNYT @danmericaCNN The folks arrived to witness & listen to Hillary, not the Media blocking their sight #SemST",The author of this text supports hillary clinton,0
"As late as 2013, #HillaryClinton was against marital equity. #SemST",The author of this text supports hillary clinton,0
@thegirlwithfood though. But there are individuals claiming they simply aren't going to cast a ballot at all which is absurd so #SemST,The author of this text supports hillary clinton,2
@HillaryNews #GoKatie Ted you're not going to be Chief Executive! #HillaryAllTheWay #GayMarriageisLegal #LGBT #GLAAD #PFLAG #SemST,The author of this text supports hillary clinton,1
